Treatment,Length,dens
dry,2975,0
dry,2976,0
dry,2977,0
dry,2978,0
dry,2979,0
dry,2980,0
dry,2981,0
dry,2982,0
dry,2983,0
dry,2984,0
dry,2985,0
dry,2986,0
dry,2987,0
dry,2988,0
dry,2989,0
dry,2990,0
dry,2991,0
dry,2992,0
dry,2993,0
dry,2994,0
dry,2995,0
dry,2996,0
dry,2997,0
dry,2998,0
dry,2999,0
dry,3000,0
dry,3001,0
dry,3002,0
dry,3003,0
dry,3004,0
dry,3005,0
dry,3006,0
dry,3007,0
dry,3008,0
dry,3009,0
dry,3010,0
dry,3011,0
dry,3012,0
dry,3013,0
dry,3014,0
dry,3015,0
dry,3016,0
dry,3017,0
dry,3018,0
dry,3019,0
dry,3020,0
dry,3021,0
dry,3022,0
dry,3023,0
dry,3024,0
dry,3025,0
dry,3026,0
dry,3027,0
dry,3028,0
dry,3029,0
dry,3030,0
dry,3031,0
dry,3032,0
dry,3033,0
dry,3034,0
dry,3035,0
dry,3036,0
dry,3037,0
dry,3038,0
dry,3039,0
dry,3040,0
dry,3041,0
dry,3042,0
dry,3043,0
dry,3044,0
dry,3045,0
dry,3046,0
dry,3047,0
dry,3048,0
dry,3049,0
dry,3050,0
dry,3051,0
dry,3052,0
dry,3053,0
dry,3054,0
dry,3055,0
dry,3056,0
dry,3057,0
dry,3058,0
dry,3059,0
dry,3060,0
dry,3061,0
dry,3062,0
dry,3063,0
dry,3064,0
dry,3065,0
dry,3066,0
dry,3067,0
dry,3068,0
dry,3069,0
dry,3070,0
dry,3071,0
dry,3072,0
dry,3073,0
dry,3074,0
dry,3075,0
dry,3076,0
dry,3077,0
dry,3078,0
dry,3079,0
dry,3080,0
dry,3081,0
dry,3082,0
dry,3083,0
dry,3084,0
dry,3085,0
dry,3086,0
dry,3087,0
dry,3088,0
dry,3089,0
dry,3090,0
dry,3091,0
dry,3092,0
dry,3093,0
dry,3094,0
dry,3095,0
dry,3096,0
dry,3097,0
dry,3098,0
dry,3099,0
dry,3100,0
dry,3101,0
dry,3102,0
dry,3103,0
dry,3104,0
dry,3105,0
dry,3106,0
dry,3107,0
dry,3108,0
dry,3109,0
dry,3110,0
dry,3111,0
dry,3112,0
dry,3113,0
dry,3114,0
dry,3115,0
dry,3116,0
dry,3117,0
dry,3118,0
dry,3119,0
dry,3120,0
dry,3121,0
dry,3122,0
dry,3123,0
dry,3124,0
dry,3125,0
dry,3126,0
dry,3127,0
dry,3128,0
dry,3129,0
dry,3130,0
dry,3131,0
dry,3132,0
dry,3133,0
dry,3134,0
dry,3135,0
dry,3136,0
dry,3137,0
dry,3138,0
dry,3139,0
dry,3140,0
dry,3141,0
dry,3142,0
dry,3143,0
dry,3144,0
dry,3145,0
dry,3146,0
dry,3147,0
dry,3148,0
dry,3149,0
dry,3150,0
dry,3151,0
dry,3152,0
dry,3153,0
dry,3154,0
dry,3155,0
dry,3156,0
dry,3157,0
dry,3158,0
dry,3159,0
dry,3160,0
dry,3161,0
dry,3162,0
dry,3163,0
dry,3164,0
dry,3165,0
dry,3166,0
dry,3167,0
dry,3168,0
dry,3169,0
dry,3170,0
dry,3171,0
dry,3172,0
dry,3173,0
dry,3174,0
dry,3175,0
dry,3176,0
dry,3177,0
dry,3178,0
dry,3179,0
dry,3180,0
dry,3181,0
dry,3182,0
dry,3183,0
dry,3184,0
dry,3185,0
dry,3186,0
dry,3187,0
dry,3188,0
dry,3189,0
dry,3190,0
dry,3191,0
dry,3192,0
dry,3193,0
dry,3194,0
dry,3195,0
dry,3196,0
dry,3197,0
dry,3198,0
dry,3199,0
dry,3200,0
dry,3201,0
dry,3202,0
dry,3203,0
dry,3204,0
dry,3205,0
dry,3206,0
dry,3207,0
dry,3208,0
dry,3209,0
dry,3210,0
dry,3211,0
dry,3212,0
dry,3213,0
dry,3214,0
dry,3215,0
dry,3216,0
dry,3217,0
dry,3218,0
dry,3219,0
dry,3220,0
dry,3221,0
dry,3222,0
dry,3223,0
dry,3224,0
dry,3225,0
dry,3226,0
dry,3227,0
dry,3228,0
dry,3229,0
dry,3230,0
dry,3231,0
dry,3232,0
dry,3233,0
dry,3234,0
dry,3235,0
dry,3236,0
dry,3237,0
dry,3238,0
dry,3239,0
dry,3240,0
dry,3241,0
dry,3242,0
dry,3243,0
dry,3244,0
dry,3245,0
dry,3246,0
dry,3247,0
dry,3248,0
dry,3249,0
dry,3250,0
dry,3251,0
dry,3252,0
dry,3253,0
dry,3254,0
dry,3255,0
dry,3256,0
dry,3257,0
dry,3258,0
dry,3259,0
dry,3260,0
dry,3261,0
dry,3262,0
dry,3263,0
dry,3264,0
dry,3265,0
dry,3266,0
dry,3267,0
dry,3268,0
dry,3269,0
dry,3270,0
dry,3271,0
dry,3272,0
dry,3273,0
dry,3274,0
dry,3275,0
dry,3276,0
dry,3277,0
dry,3278,0
dry,3279,0
dry,3280,0
dry,3281,0
dry,3282,0
dry,3283,0
dry,3284,0
dry,3285,0
dry,3286,0
dry,3287,0
dry,3288,0
dry,3289,0
dry,3290,0
dry,3291,0
dry,3292,0
dry,3293,0
dry,3294,0
dry,3295,0
dry,3296,0
dry,3297,0
dry,3298,0
dry,3299,0
dry,3300,0
dry,3301,0
dry,3302,0
dry,3303,0
dry,3304,0
dry,3305,0
dry,3306,0
dry,3307,0
dry,3308,0
dry,3309,0
dry,3310,0
dry,3311,0
dry,3312,0
dry,3313,0
dry,3314,0
dry,3315,0
dry,3316,0
dry,3317,0
dry,3318,0
dry,3319,0
dry,3320,0
dry,3321,0
dry,3322,0
dry,3323,0
dry,3324,0
dry,3325,0
dry,3326,0
dry,3327,0
dry,3328,0
dry,3329,0
dry,3330,0
dry,3331,0
dry,3332,0
dry,3333,0
dry,3334,0
dry,3335,0
dry,3336,0
dry,3337,0
dry,3338,0
dry,3339,0
dry,3340,0
dry,3341,0
dry,3342,0
dry,3343,0
dry,3344,0
dry,3345,0
dry,3346,0
dry,3347,0
dry,3348,0
dry,3349,0
dry,3350,0
dry,3351,0
dry,3352,0
dry,3353,0
dry,3354,0
dry,3355,0
dry,3356,0
dry,3357,0
dry,3358,0
dry,3359,0
dry,3360,0
dry,3361,0
dry,3362,0
dry,3363,0
dry,3364,0
dry,3365,0
dry,3366,0
dry,3367,0
dry,3368,0
dry,3369,0
dry,3370,0
dry,3371,0
dry,3372,0
dry,3373,0
dry,3374,0
dry,3375,0
dry,3376,0
dry,3377,0
dry,3378,0
dry,3379,0
dry,3380,0
dry,3381,0
dry,3382,0
dry,3383,0
dry,3384,0
dry,3385,0
dry,3386,0
dry,3387,0
dry,3388,0
dry,3389,0
dry,3390,0
dry,3391,0
dry,3392,0
dry,3393,0
dry,3394,0
dry,3395,0
dry,3396,0
dry,3397,0
dry,3398,0
dry,3399,0
dry,3400,0
dry,3401,0
dry,3402,0
dry,3403,0
dry,3404,0
dry,3405,0
dry,3406,0
dry,3407,0
dry,3408,0
dry,3409,0
dry,3410,0
dry,3411,0
dry,3412,0
dry,3413,0
dry,3414,0
dry,3415,0
dry,3416,0
dry,3417,0
dry,3418,0
dry,3419,0
dry,3420,0
dry,3421,0
dry,3422,0
dry,3423,0
dry,3424,0
dry,3425,0
dry,3426,0
dry,3427,0
dry,3428,0
dry,3429,0
dry,3430,0
dry,3431,0
dry,3432,0
dry,3433,0
dry,3434,0
dry,3435,0
dry,3436,0
dry,3437,0
dry,3438,0
dry,3439,0
dry,3440,0
dry,3441,0
dry,3442,0
dry,3443,0
dry,3444,0
dry,3445,0
dry,3446,0
dry,3447,0
dry,3448,0
dry,3449,0
dry,3450,0
dry,3451,0
dry,3452,0
dry,3453,0
dry,3454,0
dry,3455,0
dry,3456,0
dry,3457,0
dry,3458,0
dry,3459,0
dry,3460,0
dry,3461,0
dry,3462,0
dry,3463,0
dry,3464,0
dry,3465,0
dry,3466,0
dry,3467,0
dry,3468,0
dry,3469,0
dry,3470,0
dry,3471,0
dry,3472,0
dry,3473,0
dry,3474,0
dry,3475,0
dry,3476,0
dry,3477,0
dry,3478,0
dry,3479,0
dry,3480,0
dry,3481,0
dry,3482,0
dry,3483,0
dry,3484,0
dry,3485,0
dry,3486,0
dry,3487,0
dry,3488,0
dry,3489,0
dry,3490,0
dry,3491,0
dry,3492,0
dry,3493,0
dry,3494,0
dry,3495,0
dry,3496,0
dry,3497,0
dry,3498,0
dry,3499,0
dry,3500,0
dry,3501,0
dry,3502,0
dry,3503,0
dry,3504,0
dry,3505,0
dry,3506,0
dry,3507,0
dry,3508,0
dry,3509,0
dry,3510,0
dry,3511,0
dry,3512,0
dry,3513,0
dry,3514,0
dry,3515,0
dry,3516,0
dry,3517,0
dry,3518,0
dry,3519,0
dry,3520,0
dry,3521,0
dry,3522,0
dry,3523,0
dry,3524,0
dry,3525,0
dry,3526,0
dry,3527,0
dry,3528,0
dry,3529,0
dry,3530,0
dry,3531,0
dry,3532,0
dry,3533,0
dry,3534,0
dry,3535,0
dry,3536,0
dry,3537,0
dry,3538,0
dry,3539,0
dry,3540,0
dry,3541,0
dry,3542,0
dry,3543,0
dry,3544,0
dry,3545,0
dry,3546,0
dry,3547,0
dry,3548,0
dry,3549,0
dry,3550,0
dry,3551,0
dry,3552,0
dry,3553,0
dry,3554,0
dry,3555,0
dry,3556,0
dry,3557,0
dry,3558,0
dry,3559,0
dry,3560,0
dry,3561,0
dry,3562,0
dry,3563,0
dry,3564,0
dry,3565,0
dry,3566,0
dry,3567,0
dry,3568,0
dry,3569,0
dry,3570,0
dry,3571,0
dry,3572,0
dry,3573,0
dry,3574,0
dry,3575,0
dry,3576,0
dry,3577,0
dry,3578,0
dry,3579,0
dry,3580,0
dry,3581,0
dry,3582,0
dry,3583,0
dry,3584,0
dry,3585,0
dry,3586,0
dry,3587,0
dry,3588,0
dry,3589,0
dry,3590,0
dry,3591,0
dry,3592,0
dry,3593,0
dry,3594,0
dry,3595,0
dry,3596,0
dry,3597,0
dry,3598,0
dry,3599,0
dry,3600,0
dry,3601,0
dry,3602,0
dry,3603,0
dry,3604,0
dry,3605,0
dry,3606,0
dry,3607,0
dry,3608,0
dry,3609,0
dry,3610,0
dry,3611,0
dry,3612,0
dry,3613,0
dry,3614,0
dry,3615,0
dry,3616,0
dry,3617,0
dry,3618,0
dry,3619,0
dry,3620,0
dry,3621,0
dry,3622,0
dry,3623,0
dry,3624,0
dry,3625,0
dry,3626,0
dry,3627,0
dry,3628,0
dry,3629,0
dry,3630,0
dry,3631,0
dry,3632,0
dry,3633,0
dry,3634,0
dry,3635,0
dry,3636,0
dry,3637,0
dry,3638,0
dry,3639,0
dry,3640,0
dry,3641,0
dry,3642,0
dry,3643,0
dry,3644,0
dry,3645,0
dry,3646,0
dry,3647,0
dry,3648,0
dry,3649,0
dry,3650,0
dry,3651,0
dry,3652,0
dry,3653,0
dry,3654,0
dry,3655,0
dry,3656,0
dry,3657,0
dry,3658,0
dry,3659,0
dry,3660,0
dry,3661,0
dry,3662,0
dry,3663,0
dry,3664,0
dry,3665,0
dry,3666,0
dry,3667,0
dry,3668,0
dry,3669,0
dry,3670,0
dry,3671,0
dry,3672,0
dry,3673,0
dry,3674,0
dry,3675,0
dry,3676,0
dry,3677,0
dry,3678,0
dry,3679,0
dry,3680,0
dry,3681,0
dry,3682,0
dry,3683,0
dry,3684,0
dry,3685,0
dry,3686,0
dry,3687,0
dry,3688,0
dry,3689,0
dry,3690,0
dry,3691,0
dry,3692,0
dry,3693,0
dry,3694,0
dry,3695,0
dry,3696,0
dry,3697,0
dry,3698,0
dry,3699,0
dry,3700,0
dry,3701,0
dry,3702,0
dry,3703,0
dry,3704,0
dry,3705,0
dry,3706,0
dry,3707,0
dry,3708,0
dry,3709,0
dry,3710,0
dry,3711,0
dry,3712,0
dry,3713,0
dry,3714,0
dry,3715,0
dry,3716,0
dry,3717,0
dry,3718,0
dry,3719,0
dry,3720,0
dry,3721,0
dry,3722,0
dry,3723,0
dry,3724,0
dry,3725,0
dry,3726,0
dry,3727,0
dry,3728,0
dry,3729,0
dry,3730,0
dry,3731,0
dry,3732,0
dry,3733,0
dry,3734,0
dry,3735,0
dry,3736,0
dry,3737,0
dry,3738,0
dry,3739,0
dry,3740,0
dry,3741,0
dry,3742,0
dry,3743,0
dry,3744,0
dry,3745,0
dry,3746,0
dry,3747,0
dry,3748,0
dry,3749,0
dry,3750,0
dry,3751,0
dry,3752,0
dry,3753,0
dry,3754,0
dry,3755,0
dry,3756,0
dry,3757,0
dry,3758,0
dry,3759,0
dry,3760,0
dry,3761,0
dry,3762,1
dry,3763,1
dry,3764,1
dry,3765,1
dry,3766,2
dry,3767,2
dry,3768,3
dry,3769,3
dry,3770,3
dry,3771,3
dry,3772,3
dry,3773,3
dry,3774,3
dry,3775,3
dry,3776,3
dry,3777,3
dry,3778,3
dry,3779,3
dry,3780,3
dry,3781,3
dry,3782,3
dry,3783,3
dry,3784,3
dry,3785,3
dry,3786,3
dry,3787,4
dry,3788,4
dry,3789,4
dry,3790,4
dry,3791,4
dry,3792,4
dry,3793,4
dry,3794,4
dry,3795,4
dry,3796,4
dry,3797,4
dry,3798,4
dry,3799,4
dry,3800,4
dry,3801,4
dry,3802,4
dry,3803,3
dry,3804,3
dry,3805,2
dry,3806,2
dry,3807,2
dry,3808,2
dry,3809,2
dry,3810,2
dry,3811,2
dry,3812,2
dry,3813,2
dry,3814,2
dry,3815,2
dry,3816,2
dry,3817,2
dry,3818,1
dry,3819,1
dry,3820,1
dry,3821,1
dry,3822,1
dry,3823,1
dry,3824,1
dry,3825,1
dry,3826,1
dry,3827,1
dry,3828,1
dry,3829,1
dry,3830,1
dry,3831,0
dry,3832,0
dry,3833,0
dry,3834,0
dry,3835,0
dry,3836,0
dry,3837,0
dry,3838,0
dry,3839,0
dry,3840,0
dry,3841,0
dry,3842,0
dry,3843,0
dry,3844,0
dry,3845,0
dry,3846,0
dry,3847,0
dry,3848,0
dry,3849,0
dry,3850,0
dry,3851,0
dry,3852,0
dry,3853,0
dry,3854,0
dry,3855,0
dry,3856,0
dry,3857,0
dry,3858,0
dry,3859,0
dry,3860,0
dry,3861,0
dry,3862,0
dry,3863,0
dry,3864,0
dry,3865,0
dry,3866,0
dry,3867,0
dry,3868,0
dry,3869,0
dry,3870,0
dry,3871,0
dry,3872,0
dry,3873,0
dry,3874,0
dry,3875,0
dry,3876,0
dry,3877,0
dry,3878,0
dry,3879,0
dry,3880,0
dry,3881,0
dry,3882,0
dry,3883,0
dry,3884,0
dry,3885,0
dry,3886,0
dry,3887,0
dry,3888,0
dry,3889,0
dry,3890,0
dry,3891,0
dry,3892,0
dry,3893,0
dry,3894,0
dry,3895,0
dry,3896,0
dry,3897,0
dry,3898,0
dry,3899,0
dry,3900,0
dry,3901,0
dry,3902,0
dry,3903,0
dry,3904,0
dry,3905,0
dry,3906,0
dry,3907,0
dry,3908,0
dry,3909,0
dry,3910,0
dry,3911,0
dry,3912,0
dry,3913,0
dry,3914,0
dry,3915,0
dry,3916,0
dry,3917,0
dry,3918,0
dry,3919,0
dry,3920,0
dry,3921,0
dry,3922,0
dry,3923,0
dry,3924,0
dry,3925,0
dry,3926,0
dry,3927,0
dry,3928,0
dry,3929,0
dry,3930,0
dry,3931,0
dry,3932,0
dry,3933,0
dry,3934,0
dry,3935,0
dry,3936,0
dry,3937,0
dry,3938,0
dry,3939,0
dry,3940,0
dry,3941,0
dry,3942,0
dry,3943,0
dry,3944,0
dry,3945,0
dry,3946,0
dry,3947,0
dry,3948,0
dry,3949,0
dry,3950,0
dry,3951,0
dry,3952,0
dry,3953,0
dry,3954,0
dry,3955,0
dry,3956,0
dry,3957,0
dry,3958,0
dry,3959,0
dry,3960,0
dry,3961,0
dry,3962,0
dry,3963,0
dry,3964,0
dry,3965,0
dry,3966,0
dry,3967,0
dry,3968,0
dry,3969,0
dry,3970,0
dry,3971,0
dry,3972,0
dry,3973,0
dry,3974,0
dry,3975,0
dry,3976,0
dry,3977,0
dry,3978,0
dry,3979,0
dry,3980,0
dry,3981,0
dry,3982,0
dry,3983,0
dry,3984,0
dry,3985,0
dry,3986,0
dry,3987,2
dry,3988,2
dry,3989,2
dry,3990,2
dry,3991,2
dry,3992,2
dry,3993,2
dry,3994,2
dry,3995,2
dry,3996,2
dry,3997,2
dry,3998,2
dry,3999,2
dry,4000,2
dry,4001,2
dry,4002,2
dry,4003,2
dry,4004,2
dry,4005,2
dry,4006,2
dry,4007,2
dry,4008,2
dry,4009,2
dry,4010,2
dry,4011,2
dry,4012,2
dry,4013,2
dry,4014,2
dry,4015,2
dry,4016,2
dry,4017,2
dry,4018,2
dry,4019,2
dry,4020,2
dry,4021,2
dry,4022,2
dry,4023,2
dry,4024,2
dry,4025,2
dry,4026,2
dry,4027,1
dry,4028,1
dry,4029,0
dry,4030,0
dry,4031,0
dry,4032,0
dry,4033,0
dry,4034,0
dry,4035,0
dry,4036,0
dry,4037,0
dry,4038,0
dry,4039,0
dry,4040,0
dry,4041,0
dry,4042,0
dry,4043,0
dry,4044,0
dry,4045,0
dry,4046,0
dry,4047,0
dry,4048,0
dry,4049,0
dry,4050,0
dry,4051,0
dry,4052,0
dry,4053,0
dry,4054,0
dry,4055,0
dry,4056,0
dry,4057,0
dry,4058,0
dry,4059,0
dry,4060,0
dry,4061,0
dry,4062,0
dry,4063,0
dry,4064,0
dry,4065,0
dry,4066,0
dry,4067,0
dry,4068,0
dry,4069,0
dry,4070,0
dry,4071,0
dry,4072,0
dry,4073,0
dry,4074,0
dry,4075,0
dry,4076,0
dry,4077,0
dry,4078,0
dry,4079,0
dry,4080,1
dry,4081,1
dry,4082,1
dry,4083,2
dry,4084,2
dry,4085,2
dry,4086,2
dry,4087,2
dry,4088,2
dry,4089,2
dry,4090,2
dry,4091,2
dry,4092,2
dry,4093,2
dry,4094,2
dry,4095,2
dry,4096,2
dry,4097,2
dry,4098,2
dry,4099,2
dry,4100,2
dry,4101,2
dry,4102,2
dry,4103,2
dry,4104,2
dry,4105,2
dry,4106,2
dry,4107,2
dry,4108,2
dry,4109,2
dry,4110,2
dry,4111,2
dry,4112,2
dry,4113,2
dry,4114,2
dry,4115,2
dry,4116,2
dry,4117,2
dry,4118,1
dry,4119,0
dry,4120,0
dry,4121,0
dry,4122,0
dry,4123,0
dry,4124,0
dry,4125,0
dry,4126,0
dry,4127,0
dry,4128,0
dry,4129,0
dry,4130,0
dry,4131,0
dry,4132,0
dry,4133,0
dry,4134,0
dry,4135,0
dry,4136,0
dry,4137,0
dry,4138,0
dry,4139,0
dry,4140,0
dry,4141,0
dry,4142,0
dry,4143,0
dry,4144,0
dry,4145,0
dry,4146,0
dry,4147,0
dry,4148,0
dry,4149,0
dry,4150,0
dry,4151,0
dry,4152,0
dry,4153,0
dry,4154,0
dry,4155,0
dry,4156,0
dry,4157,0
dry,4158,0
dry,4159,0
dry,4160,0
dry,4161,0
dry,4162,0
dry,4163,0
dry,4164,0
dry,4165,0
dry,4166,0
dry,4167,0
dry,4168,0
dry,4169,0
dry,4170,0
dry,4171,0
dry,4172,0
dry,4173,0
dry,4174,0
dry,4175,0
dry,4176,0
dry,4177,0
dry,4178,0
dry,4179,0
dry,4180,0
dry,4181,0
dry,4182,0
dry,4183,0
dry,4184,0
dry,4185,0
dry,4186,0
dry,4187,0
dry,4188,0
dry,4189,0
dry,4190,0
dry,4191,0
dry,4192,0
dry,4193,0
dry,4194,0
dry,4195,0
dry,4196,0
dry,4197,0
dry,4198,0
dry,4199,0
dry,4200,0
dry,4201,0
dry,4202,0
dry,4203,0
dry,4204,0
dry,4205,0
dry,4206,0
dry,4207,0
dry,4208,0
dry,4209,0
dry,4210,0
dry,4211,0
dry,4212,0
dry,4213,0
dry,4214,0
dry,4215,0
dry,4216,0
dry,4217,0
dry,4218,0
dry,4219,0
dry,4220,0
dry,4221,0
dry,4222,0
dry,4223,0
dry,4224,0
dry,4225,0
dry,4226,0
dry,4227,0
dry,4228,0
dry,4229,0
dry,4230,0
dry,4231,0
dry,4232,0
dry,4233,0
dry,4234,0
dry,4235,0
dry,4236,0
dry,4237,0
dry,4238,0
dry,4239,0
dry,4240,0
dry,4241,0
dry,4242,0
dry,4243,0
dry,4244,0
dry,4245,0
dry,4246,0
dry,4247,0
dry,4248,0
dry,4249,0
dry,4250,0
dry,4251,0
dry,4252,0
dry,4253,0
dry,4254,0
dry,4255,0
dry,4256,0
dry,4257,0
dry,4258,0
dry,4259,0
dry,4260,0
dry,4261,0
dry,4262,0
dry,4263,0
dry,4264,0
dry,4265,0
dry,4266,0
dry,4267,0
dry,4268,0
dry,4269,0
dry,4270,0
dry,4271,0
dry,4272,0
dry,4273,0
dry,4274,0
dry,4275,0
dry,4276,0
dry,4277,0
dry,4278,0
dry,4279,0
dry,4280,0
dry,4281,0
dry,4282,0
dry,4283,0
dry,4284,0
dry,4285,0
dry,4286,0
dry,4287,0
dry,4288,0
dry,4289,0
dry,4290,0
dry,4291,0
dry,4292,0
dry,4293,0
dry,4294,0
dry,4295,0
dry,4296,0
dry,4297,0
dry,4298,0
dry,4299,0
dry,4300,0
dry,4301,0
dry,4302,0
dry,4303,0
dry,4304,0
dry,4305,0
dry,4306,0
dry,4307,0
dry,4308,0
dry,4309,0
dry,4310,0
dry,4311,0
dry,4312,0
dry,4313,0
dry,4314,0
dry,4315,0
dry,4316,0
dry,4317,0
dry,4318,0
dry,4319,0
dry,4320,0
dry,4321,0
dry,4322,0
dry,4323,0
dry,4324,0
dry,4325,0
dry,4326,0
dry,4327,0
dry,4328,0
dry,4329,0
dry,4330,0
dry,4331,0
dry,4332,0
dry,4333,0
dry,4334,0
dry,4335,0
dry,4336,0
dry,4337,0
dry,4338,0
dry,4339,0
dry,4340,0
dry,4341,0
dry,4342,0
dry,4343,0
dry,4344,0
dry,4345,0
dry,4346,0
dry,4347,0
dry,4348,0
dry,4349,0
dry,4350,0
dry,4351,0
dry,4352,0
dry,4353,0
dry,4354,0
dry,4355,0
dry,4356,0
dry,4357,0
dry,4358,0
dry,4359,0
dry,4360,0
dry,4361,0
dry,4362,0
dry,4363,0
dry,4364,0
dry,4365,0
dry,4366,0
dry,4367,0
dry,4368,0
dry,4369,0
dry,4370,0
dry,4371,0
dry,4372,0
dry,4373,0
dry,4374,0
dry,4375,0
dry,4376,0
dry,4377,0
dry,4378,0
dry,4379,0
dry,4380,0
dry,4381,0
dry,4382,0
dry,4383,0
dry,4384,0
dry,4385,0
dry,4386,0
dry,4387,0
dry,4388,0
dry,4389,0
dry,4390,0
dry,4391,0
dry,4392,0
dry,4393,0
dry,4394,0
dry,4395,0
dry,4396,0
dry,4397,0
dry,4398,0
dry,4399,0
dry,4400,0
dry,4401,0
dry,4402,0
dry,4403,0
dry,4404,0
dry,4405,0
dry,4406,0
dry,4407,0
dry,4408,0
dry,4409,0
dry,4410,0
dry,4411,0
dry,4412,0
dry,4413,0
dry,4414,0
dry,4415,0
dry,4416,0
dry,4417,0
dry,4418,0
dry,4419,0
dry,4420,0
dry,4421,0
dry,4422,0
dry,4423,0
dry,4424,0
dry,4425,0
dry,4426,0
dry,4427,0
dry,4428,0
dry,4429,0
dry,4430,0
dry,4431,0
dry,4432,0
dry,4433,0
dry,4434,0
dry,4435,0
dry,4436,0
dry,4437,0
dry,4438,0
dry,4439,0
dry,4440,0
dry,4441,0
dry,4442,0
dry,4443,0
dry,4444,1
dry,4445,1
dry,4446,1
dry,4447,1
dry,4448,1
dry,4449,1
dry,4450,1
dry,4451,1
dry,4452,1
dry,4453,1
dry,4454,1
dry,4455,1
dry,4456,1
dry,4457,1
dry,4458,1
dry,4459,1
dry,4460,1
dry,4461,1
dry,4462,1
dry,4463,1
dry,4464,1
dry,4465,1
dry,4466,1
dry,4467,1
dry,4468,1
dry,4469,1
dry,4470,1
dry,4471,1
dry,4472,1
dry,4473,1
dry,4474,1
dry,4475,1
dry,4476,1
dry,4477,1
dry,4478,2
dry,4479,2
dry,4480,2
dry,4481,2
dry,4482,2
dry,4483,2
dry,4484,2
dry,4485,2
dry,4486,2
dry,4487,2
dry,4488,2
dry,4489,2
dry,4490,2
dry,4491,2
dry,4492,2
dry,4493,2
dry,4494,2
dry,4495,2
dry,4496,2
dry,4497,2
dry,4498,2
dry,4499,2
dry,4500,2
dry,4501,2
dry,4502,2
dry,4503,2
dry,4504,2
dry,4505,2
dry,4506,2
dry,4507,2
dry,4508,1
dry,4509,2
dry,4510,2
dry,4511,2
dry,4512,2
dry,4513,2
dry,4514,2
dry,4515,2
dry,4516,2
dry,4517,2
dry,4518,2
dry,4519,2
dry,4520,2
dry,4521,2
dry,4522,2
dry,4523,2
dry,4524,1
dry,4525,1
dry,4526,1
dry,4527,1
dry,4528,1
dry,4529,1
dry,4530,1
dry,4531,1
dry,4532,1
dry,4533,1
dry,4534,1
dry,4535,1
dry,4536,2
dry,4537,3
dry,4538,3
dry,4539,3
dry,4540,3
dry,4541,5
dry,4542,5
dry,4543,5
dry,4544,5
dry,4545,5
dry,4546,5
dry,4547,5
dry,4548,6
dry,4549,8
dry,4550,8
dry,4551,9
dry,4552,9
dry,4553,10
dry,4554,12
dry,4555,14
dry,4556,14
dry,4557,16
dry,4558,17
dry,4559,18
dry,4560,19
dry,4561,22
dry,4562,22
dry,4563,23
dry,4564,23
dry,4565,26
dry,4566,26
dry,4567,26
dry,4568,26
dry,4569,28
dry,4570,28
dry,4571,28
dry,4572,28
dry,4573,29
dry,4574,31
dry,4575,33
dry,4576,34
dry,4577,34
dry,4578,34
dry,4579,34
dry,4580,34
dry,4581,34
dry,4582,37
dry,4583,36
dry,4584,36
dry,4585,36
dry,4586,36
dry,4587,36
dry,4588,36
dry,4589,36
dry,4590,36
dry,4591,36
dry,4592,36
dry,4593,38
dry,4594,38
dry,4595,37
dry,4596,36
dry,4597,35
dry,4598,36
dry,4599,37
dry,4600,39
dry,4601,39
dry,4602,38
dry,4603,38
dry,4604,39
dry,4605,38
dry,4606,39
dry,4607,41
dry,4608,42
dry,4609,41
dry,4610,42
dry,4611,43
dry,4612,43
dry,4613,43
dry,4614,43
dry,4615,42
dry,4616,42
dry,4617,42
dry,4618,42
dry,4619,41
dry,4620,41
dry,4621,41
dry,4622,43
dry,4623,43
dry,4624,44
dry,4625,44
dry,4626,47
dry,4627,47
dry,4628,47
dry,4629,48
dry,4630,48
dry,4631,50
dry,4632,52
dry,4633,55
dry,4634,56
dry,4635,56
dry,4636,57
dry,4637,57
dry,4638,58
dry,4639,58
dry,4640,58
dry,4641,58
dry,4642,58
dry,4643,58
dry,4644,58
dry,4645,58
dry,4646,58
dry,4647,59
dry,4648,59
dry,4649,60
dry,4650,62
dry,4651,62
dry,4652,63
dry,4653,63
dry,4654,63
dry,4655,63
dry,4656,63
dry,4657,64
dry,4658,64
dry,4659,64
dry,4660,63
dry,4661,64
dry,4662,64
dry,4663,64
dry,4664,64
dry,4665,64
dry,4666,64
dry,4667,64
dry,4668,64
dry,4669,64
dry,4670,64
dry,4671,64
dry,4672,64
dry,4673,64
dry,4674,64
dry,4675,66
dry,4676,66
dry,4677,66
dry,4678,69
dry,4679,71
dry,4680,72
dry,4681,74
dry,4682,76
dry,4683,76
dry,4684,76
dry,4685,77
dry,4686,79
dry,4687,79
dry,4688,79
dry,4689,80
dry,4690,80
dry,4691,81
dry,4692,82
dry,4693,83
dry,4694,83
dry,4695,83
dry,4696,83
dry,4697,85
dry,4698,85
dry,4699,86
dry,4700,86
dry,4701,86
dry,4702,86
dry,4703,86
dry,4704,87
dry,4705,87
dry,4706,87
dry,4707,87
dry,4708,88
dry,4709,88
dry,4710,87
dry,4711,87
dry,4712,87
dry,4713,87
dry,4714,87
dry,4715,88
dry,4716,88
dry,4717,88
dry,4718,88
dry,4719,88
dry,4720,88
dry,4721,88
dry,4722,88
